Loan_ID,Default
L00018962,0
L00018963,0
L00018964,0
L00018965,0
L00018966,1
L00018967,0
L00018968,0
L00018969,0
L00018970,0
L00018971,0
L00018972,0
L00018973,0
L00018974,0
L00018975,0
L00018976,0
L00018977,0
L00018978,0
L00018979,1
L00018980,0
L00018981,0
L00018982,0
L00018983,0
L00018984,0
L00018985,0
L00018986,0
L00018987,0
L00018988,0
L00018989,0
L00018990,0
L00018991,0
L00018992,1
L00018993,0
L00018994,0
L00018995,0
L00018996,0
L00018997,0
L00018998,0
L00018999,0
L00019000,0
L00019001,0
L00019002,0
L00019003,0
L00019004,0
L00019005,0
L00019006,0
L00019007,0
L00019008,0
L00019009,0
L00019010,0
L00019011,0
L00019012,1
L00019013,0
L00019014,0
L00019015,0
L00019016,0
L00019017,0
L00019018,0
L00019019,0
L00019020,0
L00019021,0
L00019022,0
L00019023,0
L00019024,0
L00019025,0
L00019026,1
L00019027,0
L00019028,1
L00019029,0
L00019030,0
L00019031,0
L00019032,0
L00019033,0
L00019034,0
L00019035,1
L00019036,0
L00019037,0
L00019038,0
L00019039,0
L00019040,1
L00019041,0
L00019042,1
L00019043,0
L00019044,0
L00019045,0
L00019046,0
L00019047,0
L00019048,0
L00019049,0
L00019050,0
L00019051,1
L00019052,0
L00019053,0
L00019054,0
L00019055,0
L00019056,0
L00019057,0
L00019058,0
L00019059,0
L00019060,0
L00019061,0
L00019062,0
L00019063,0
L00019064,0
L00019065,0
L00019066,0
L00019067,0
L00019068,0
L00019069,0
L00019070,1
L00019071,1
L00019072,0
L00019073,1
L00019074,0
L00019075,0
L00019076,0
L00019077,0
L00019078,0
L00019079,0
L00019080,0
L00019081,1
L00019082,0
L00019083,0
L00019084,0
L00019085,1
L00019086,1
L00019087,0
L00019088,1
L00019089,1
L00019090,0
L00019091,0
L00019092,0
L00019093,0
L00019094,0
L00019095,0
L00019096,0
L00019097,0
L00019098,0
L00019099,0
L00019100,0
L00019101,0
L00019102,0
L00019103,0
L00019104,0
L00019105,0
L00019106,0
L00019107,0
L00019108,0
L00019109,0
L00019110,0
L00019111,0
L00019112,0
L00019113,0
L00019114,0
L00019115,1
L00019116,0
L00019117,0
L00019118,1
L00019119,0
L00019120,1
L00019121,0
L00019122,0
L00019123,0
L00019124,1
L00019125,1
L00019126,0
L00019127,1
L00019128,0
L00019129,0
L00019130,0
L00019131,0
L00019132,0
L00019133,0
L00019134,0
L00019135,0
L00019136,0
L00019137,0
L00019138,1
L00019139,0
L00019140,1
L00019141,0
L00019142,0
L00019143,0
L00019144,1
L00019145,0
L00019146,0
L00019147,0
L00019148,0
L00019149,0
L00019150,0
L00019151,0
L00019152,0
L00019153,0
L00019154,0
L00019155,0
L00019156,0
L00019157,0
L00019158,0
L00019159,1
L00019160,0
L00019161,0
L00019162,0
L00019163,0
L00019164,0
L00019165,1
L00019166,0
L00019167,0
L00019168,0
L00019169,0
L00019170,0
L00019171,0
L00019172,0
L00019173,0
L00019174,0
L00019175,0
L00019176,0
L00019177,1
L00019178,0
L00019179,0
L00019180,0
L00019181,0
L00019182,0
L00019183,0
L00019184,1
L00019185,0
L00019186,0
L00019187,1
L00019188,0
L00019189,0
L00019190,0
L00019191,0
L00019192,0
L00019193,0
L00019194,0
L00019195,0
L00019196,0
L00019197,0
L00019198,0
L00019199,0
L00019200,0
L00019201,0
L00019202,0
L00019203,0
L00019204,0
L00019205,0
L00019206,0
L00019207,1
L00019208,0
L00019209,0
L00019210,0
L00019211,0
L00019212,0
L00019213,0
L00019214,0
L00019215,0
L00019216,0
L00019217,0
L00019218,0
L00019219,0
L00019220,0
L00019221,0
L00019222,0
L00019223,0
L00019224,0
L00019225,0
L00019226,0
L00019227,0
L00019228,0
L00019229,0
L00019230,0
L00019231,0
L00019232,0
L00019233,0
L00019234,0
L00019235,0
L00019236,0
L00019237,0
L00019238,0
L00019239,0
L00019240,0
L00019241,0
L00019242,0
L00019243,0
L00019244,0
L00019245,0
L00019246,0
L00019247,0
L00019248,0
L00019249,0
L00019250,0
L00019251,0
L00019252,0
L00019253,0
L00019254,0
L00019255,0
L00019256,0
L00019257,0
L00019258,0
L00019259,0
L00019260,0
L00019261,1
L00019262,0
L00019263,0
L00019264,0
L00019265,0
L00019266,0
L00019267,0
L00019268,0
L00019269,0
L00019270,0
L00019271,1
L00019272,0
L00019273,0
L00019274,0
L00019275,0
L00019276,0
L00019277,0
L00019278,0
L00019279,0
L00019280,0
L00019281,0
L00019282,0
L00019283,0
L00019284,1
L00019285,0
L00019286,0
L00019287,0
L00019288,0
L00019289,0
L00019290,0
L00019291,0
L00019292,1
L00019293,0
L00019294,0
L00019295,1
L00019296,0
L00019297,0
L00019298,1
L00019299,0
L00019300,0
L00019301,0
L00019302,0
L00019303,0
L00019304,0
L00019305,0
L00019306,0
L00019307,0
L00019308,0
L00019309,0
L00019310,1
L00019311,1
L00019312,0
L00019313,0
L00019314,0
L00019315,0
L00019316,0
L00019317,0
L00019318,0
L00019319,0
L00019320,0
L00019321,0
L00019322,0
L00019323,0
L00019324,0
L00019325,0
L00019326,0
L00019327,1
L00019328,0
L00019329,0
L00019330,0
L00019331,0
L00019332,0
L00019333,0
L00019334,0
L00019335,0
L00019336,0
L00019337,0
L00019338,0
L00019339,0
L00019340,1
L00019341,0
L00019342,0
L00019343,0
L00019344,0
L00019345,0
L00019346,0
L00019347,0
L00019348,0
L00019349,0
L00019350,0
L00019351,0
L00019352,0
L00019353,0
L00019354,0
L00019355,0
L00019356,0
L00019357,0
L00019358,1
L00019359,0
L00019360,0
L00019361,1
L00019362,1
L00019363,0
L00019364,0
L00019365,1
L00019366,1
L00019367,0
L00019368,0
L00019369,0
L00019370,0
L00019371,0
L00019372,0
L00019373,0
L00019374,0
L00019375,0
L00019376,0
L00019377,0
L00019378,0
L00019379,0
L00019380,0
L00019381,0
L00019382,0
L00019383,0
L00019384,0
L00019385,0
L00019386,0
L00019387,0
L00019388,0
L00019389,0
L00019390,0
L00019391,0
L00019392,0
L00019393,0
L00019394,0
L00019395,0
L00019396,0
L00019397,0
L00019398,0
L00019399,0
L00019400,1
L00019401,0
L00019402,0
L00019403,0
L00019404,0
L00019405,0
L00019406,0
L00019407,1
L00019408,0
L00019409,0
L00019410,0
L00019411,0
L00019412,0
L00019413,0
L00019414,0
L00019415,1
L00019416,0
L00019417,0
L00019418,1
L00019419,0
L00019420,0
L00019421,0
L00019422,1
L00019423,0
L00019424,0
L00019425,0
L00019426,0
L00019427,0
L00019428,0
L00019429,1
L00019430,0
L00019431,0
L00019432,0
L00019433,0
L00019434,0
L00019435,0
L00019436,0
L00019437,0
L00019438,0
L00019439,0
L00019440,1
L00019441,0
L00019442,0
L00019443,0
L00019444,1
L00019445,0
L00019446,0
L00019447,0
L00019448,0
L00019449,0
L00019450,1
L00019451,0
L00019452,0
L00019453,0
L00019454,0
L00019455,0
L00019456,0
L00019457,0
L00019458,0
L00019459,0
L00019460,0
L00019461,0
L00019462,0
L00019463,0
L00019464,0
L00019465,0
L00019466,0
L00019467,0
L00019468,0
L00019469,0
L00019470,0
L00019471,0
L00019472,0
L00019473,1
L00019474,0
L00019475,0
L00019476,0
L00019477,0
L00019478,0
L00019479,0
L00019480,0
L00019481,1
L00019482,0
L00019483,0
L00019484,0
L00019485,1
L00019486,0
L00019487,0
L00019488,0
L00019489,0
L00019490,1
L00019491,0
L00019492,0
L00019493,0
L00019494,1
L00019495,1
L00019496,0
L00019497,0
L00019498,0
L00019499,1
L00019500,0
L00019501,0
L00019502,0
L00019503,0
L00019504,0
L00019505,0
L00019506,1
L00019507,0
L00019508,0
L00019509,0
L00019510,0
L00019511,0
L00019512,1
L00019513,0
L00019514,0
L00019515,0
L00019516,0
L00019517,0
L00019518,0
L00019519,0
L00019520,0
L00019521,1
L00019522,0
L00019523,0
L00019524,0
L00019525,1
L00019526,0
L00019527,0
L00019528,0
L00019529,0
L00019530,1
L00019531,1
L00019532,1
L00019533,0
L00019534,0
L00019535,0
L00019536,0
L00019537,0
L00019538,0
L00019539,0
L00019540,0
L00019541,0
L00019542,0
L00019543,0
L00019544,0
L00019545,1
L00019546,0
L00019547,0
L00019548,1
L00019549,0
L00019550,0
L00019551,0
L00019552,0
L00019553,0
L00019554,0
L00019555,0
L00019556,0
L00019557,0
L00019558,0
L00019559,1
L00019560,0
L00019561,0
L00019562,0
L00019563,0
L00019564,1
L00019565,1
L00019566,0
L00019567,0
L00019568,1
L00019569,0
L00019570,0
L00019571,0
L00019572,0
L00019573,0
L00019574,1
L00019575,0
L00019576,0
L00019577,0
L00019578,0
L00019579,0
L00019580,0
L00019581,0
L00019582,0
L00019583,0
L00019584,1
L00019585,0
L00019586,1
L00019587,0
L00019588,0
L00019589,0
L00019590,0
L00019591,0
L00019592,0
L00019593,0
L00019594,0
L00019595,0
L00019596,0
L00019597,0
L00019598,0
L00019599,0
L00019600,0
L00019601,0
L00019602,0
L00019603,0
L00019604,0
L00019605,0
L00019606,0
L00019607,0
L00019608,0
L00019609,0
L00019610,0
L00019611,0
L00019612,0
L00019613,0
L00019614,0
L00019615,0
L00019616,0
L00019617,1
L00019618,0
L00019619,1
L00019620,0
L00019621,0
L00019622,0
L00019623,0
L00019624,0
L00019625,0
L00019626,1
L00019627,0
L00019628,0
L00019629,0
L00019630,0
L00019631,0
L00019632,0
L00019633,1
L00019634,0
L00019635,0
L00019636,0
L00019637,1
L00019638,0
L00019639,1
L00019640,0
L00019641,1
L00019642,0
L00019643,0
L00019644,0
L00019645,0
L00019646,0
L00019647,1
L00019648,0
L00019649,0
L00019650,1
L00019651,0
L00019652,0
L00019653,1
L00019654,0
L00019655,1
L00019656,0
L00019657,0
L00019658,0
L00019659,0
L00019660,0
L00019661,0
L00019662,0
L00019663,1
L00019664,0
L00019665,0
L00019666,1
L00019667,0
L00019668,0
L00019669,0
L00019670,1
L00019671,0
L00019672,0
L00019673,0
L00019674,0
L00019675,1
L00019676,1
L00019677,0
L00019678,0
L00019679,0
L00019680,0
L00019681,0
L00019682,1
L00019683,0
L00019684,0
L00019685,0
L00019686,0
L00019687,0
L00019688,0
L00019689,0
L00019690,0
L00019691,0
L00019692,1
L00019693,0
L00019694,0
L00019695,0
L00019696,0
L00019697,0
L00019698,0
L00019699,1
L00019700,0
L00019701,0
L00019702,0
L00019703,0
L00019704,0
L00019705,0
L00019706,0
L00019707,0
L00019708,0
L00019709,0
L00019710,0
L00019711,0
L00019712,0
L00019713,0
L00019714,0
L00019715,0
L00019716,1
L00019717,0
L00019718,0
L00019719,0
L00019720,0
L00019721,0
L00019722,0
L00019723,1
L00019724,0
L00019725,0
L00019726,0
L00019727,0
L00019728,0
L00019729,0
L00019730,0
L00019731,0
L00019732,0
L00019733,0
L00019734,0
L00019735,0
L00019736,0
L00019737,0
L00019738,0
L00019739,0
L00019740,0
L00019741,0
L00019742,0
L00019743,0
L00019744,0
L00019745,0
L00019746,0
L00019747,0
L00019748,0
L00019749,0
L00019750,0
L00019751,0
L00019752,0
L00019753,0
L00019754,0
L00019755,0
L00019756,1
L00019757,0
L00019758,0
L00019759,0
L00019760,0
L00019761,0
L00019762,0
L00019763,0
L00019764,0
L00019765,0
L00019766,0
L00019767,0
L00019768,0
L00019769,0
L00019770,0
L00019771,0
L00019772,0
L00019773,0
L00019774,0
L00019775,0
L00019776,0
L00019777,0
L00019778,0
L00019779,1
L00019780,0
L00019781,0
L00019782,0
L00019783,0
L00019784,0
L00019785,0
L00019786,0
L00019787,0
L00019788,0
L00019789,0
L00019790,0
L00019791,0
L00019792,0
L00019793,0
L00019794,1
L00019795,0
L00019796,0
L00019797,0
L00019798,0
L00019799,0
L00019800,0
L00019801,0
L00019802,1
L00019803,1
L00019804,1
L00019805,0
L00019806,0
L00019807,0
L00019808,0
L00019809,0
L00019810,0
L00019811,0
L00019812,0
L00019813,0
L00019814,0
L00019815,0
L00019816,0
L00019817,0
L00019818,1
L00019819,0
L00019820,0
L00019821,0
L00019822,0
L00019823,0
L00019824,0
L00019825,0
L00019826,0
L00019827,0
L00019828,0
L00019829,0
L00019830,0
L00019831,0
L00019832,0
L00019833,0
L00019834,1
L00019835,0
L00019836,0
L00019837,0
L00019838,1
L00019839,0
L00019840,0
L00019841,0
L00019842,0
L00019843,0
L00019844,0
L00019845,0
L00019846,0
L00019847,0
L00019848,1
L00019849,0
L00019850,1
L00019851,1
L00019852,0
L00019853,0
L00019854,0
L00019855,0
L00019856,0
L00019857,0
L00019858,0
L00019859,0
L00019860,1
L00019861,1
L00019862,1
L00019863,0
L00019864,0
L00019865,0
L00019866,0
L00019867,0
L00019868,0
L00019869,0
L00019870,0
L00019871,0
L00019872,0
L00019873,0
L00019874,0
L00019875,0
L00019876,0
L00019877,0
L00019878,0
L00019879,0
L00019880,0
L00019881,0
L00019882,0
L00019883,0
L00019884,1
L00019885,0
L00019886,0
L00019887,0
L00019888,1
L00019889,0
L00019890,0
L00019891,0
L00019892,0
L00019893,1
L00019894,0
L00019895,1
L00019896,0
L00019897,0
L00019898,0
L00019899,0
L00019900,1
L00019901,0
L00019902,0
L00019903,0
L00019904,0
L00019905,0
L00019906,1
L00019907,0
L00019908,0
L00019909,0
L00019910,0
L00019911,0
L00019912,0
L00019913,0
L00019914,0
L00019915,0
L00019916,0
L00019917,0
L00019918,0
L00019919,0
L00019920,0
L00019921,0
L00019922,0
L00019923,0
L00019924,1
L00019925,0
L00019926,0
L00019927,0
L00019928,0
L00019929,0
L00019930,0
L00019931,0
L00019932,0
L00019933,0
L00019934,0
L00019935,0
L00019936,0
L00019937,0
L00019938,0
L00019939,0
L00019940,0
L00019941,0
L00019942,0
L00019943,0
L00019944,0
L00019945,0
L00019946,1
L00019947,1
L00019948,1
L00019949,0
L00019950,0
L00019951,0
L00019952,1
L00019953,0
L00019954,0
L00019955,0
L00019956,0
L00019957,0
L00019958,0
L00019959,0
L00019960,0
L00019961,1
L00019962,0
L00019963,0
L00019964,0
L00019965,0
L00019966,0
L00019967,0
L00019968,0
L00019969,0
L00019970,0
L00019971,0
L00019972,0
L00019973,0
L00019974,0
L00019975,0
L00019976,0
L00019977,0
L00019978,1
L00019979,0
L00019980,1
L00019981,0
L00019982,1
L00019983,0
L00019984,0
L00019985,0
L00019986,0
L00019987,0
L00019988,0
L00019989,0
L00019990,0
L00019991,0
L00019992,0
L00019993,0
L00019994,0
L00019995,0
L00019996,0
L00019997,0
L00019998,0
L00019999,0
L00020000,0
L00020001,0
L00020002,0
L00020003,0
L00020004,0
L00020005,0
L00020006,1
L00020007,0
L00020008,0
L00020009,0
L00020010,1
L00020011,0
L00020012,0
L00020013,0
L00020014,0
L00020015,0
L00020016,0
L00020017,0
L00020018,0
L00020019,0
L00020020,0
L00020021,0
L00020022,0
L00020023,0
L00020024,0
L00020025,1
L00020026,0
L00020027,0
L00020028,0
L00020029,0
L00020030,0
L00020031,1
L00020032,0
L00020033,0
L00020034,0
L00020035,0
L00020036,0
L00020037,0
L00020038,0
L00020039,0
L00020040,0
L00020041,0
L00020042,0
L00020043,0
L00020044,0
L00020045,0
L00020046,0
L00020047,0
L00020048,0
L00020049,1
L00020050,0
L00020051,0
L00020052,0
L00020053,0
L00020054,1
L00020055,1
L00020056,0
L00020057,0
L00020058,0
L00020059,0
L00020060,1
L00020061,1
L00020062,1
L00020063,1
L00020064,0
L00020065,0
L00020066,0
L00020067,0
L00020068,0
L00020069,0
L00020070,0
L00020071,0
L00020072,0
L00020073,1
L00020074,0
L00020075,0
L00020076,0
L00020077,0
L00020078,1
L00020079,0
L00020080,0
L00020081,0
L00020082,0
L00020083,1
L00020084,0
L00020085,0
L00020086,1
L00020087,0
L00020088,0
L00020089,1
L00020090,1
L00020091,0
L00020092,0
L00020093,0
L00020094,1
L00020095,0
L00020096,0
L00020097,0
L00020098,0
L00020099,0
L00020100,0
L00020101,0
L00020102,0
L00020103,0
L00020104,0
L00020105,0
L00020106,0
L00020107,1
L00020108,0
L00020109,0
L00020110,0
L00020111,0
L00020112,0
L00020113,0
L00020114,0
L00020115,0
L00020116,0
L00020117,0
L00020118,0
L00020119,0
L00020120,0
L00020121,0
L00020122,0
L00020123,0
L00020124,0
L00020125,0
L00020126,0
L00020127,0
L00020128,0
L00020129,1
L00020130,0
L00020131,1
L00020132,1
L00020133,0
L00020134,0
L00020135,0
L00020136,1
L00020137,0
L00020138,0
L00020139,0
L00020140,0
L00020141,0
L00020142,0
L00020143,0
L00020144,0
L00020145,0
L00020146,0
L00020147,0
L00020148,0
L00020149,0
L00020150,0
L00020151,0
L00020152,0
L00020153,0
L00020154,0
L00020155,0
L00020156,0
L00020157,1
L00020158,0
L00020159,0
L00020160,0
L00020161,0
L00020162,0
L00020163,0
L00020164,0
L00020165,1
L00020166,0
L00020167,0
L00020168,0
L00020169,0
L00020170,0
L00020171,0
L00020172,0
L00020173,0
L00020174,0
L00020175,0
L00020176,0
L00020177,0
L00020178,1
L00020179,0
L00020180,0
L00020181,0
L00020182,1
L00020183,0
L00020184,1
L00020185,1
L00020186,0
L00020187,0
L00020188,0
L00020189,0
L00020190,0
L00020191,0
L00020192,0
L00020193,0
L00020194,0
L00020195,0
L00020196,0
L00020197,0
L00020198,0
L00020199,0
L00020200,1
L00020201,0
L00020202,0
L00020203,0
L00020204,0
L00020205,0
L00020206,0
L00020207,1
L00020208,1
L00020209,0
L00020210,1
L00020211,0
L00020212,0
L00020213,0
L00020214,1
L00020215,0
L00020216,0
L00020217,0
L00020218,0
L00020219,0
L00020220,0
L00020221,0
L00020222,1
L00020223,0
L00020224,0
L00020225,0
L00020226,1
L00020227,0
L00020228,1
L00020229,0
L00020230,0
L00020231,1
L00020232,0
L00020233,0
L00020234,0
L00020235,0
L00020236,0
L00020237,1
L00020238,0
L00020239,0
L00020240,0
L00020241,0
L00020242,0
L00020243,0
L00020244,0
L00020245,1
L00020246,0
L00020247,0
L00020248,0
L00020249,0
L00020250,0
L00020251,0
L00020252,0
L00020253,0
L00020254,0
L00020255,0
L00020256,0
L00020257,0
L00020258,0
L00020259,0
L00020260,0
L00020261,0
L00020262,0
L00020263,1
L00020264,0
L00020265,1
L00020266,0
L00020267,0
L00020268,0
L00020269,0
L00020270,0
L00020271,0
L00020272,0
L00020273,0
L00020274,0
L00020275,0
L00020276,0
L00020277,1
L00020278,0
L00020279,1
L00020280,0
L00020281,0
L00020282,0
L00020283,0
L00020284,0
L00020285,0
L00020286,0
L00020287,1
L00020288,0
L00020289,0
L00020290,0
L00020291,0
L00020292,0
L00020293,0
L00020294,1
L00020295,1
L00020296,0
L00020297,0
L00020298,0
L00020299,0
L00020300,0
L00020301,0
L00020302,0
L00020303,0
L00020304,0
L00020305,0
L00020306,0
L00020307,0
L00020308,0
L00020309,0
L00020310,0
L00020311,0
L00020312,0
L00020313,0
L00020314,0
L00020315,0
L00020316,0
L00020317,0
L00020318,0
L00020319,0
L00020320,0
L00020321,0
L00020322,0
L00020323,1
L00020324,0
L00020325,0
L00020326,1
L00020327,0
L00020328,0
L00020329,0
L00020330,0
L00020331,1
L00020332,0
L00020333,0
L00020334,0
L00020335,0
L00020336,0
L00020337,0
L00020338,0
L00020339,0
L00020340,0
L00020341,0
L00020342,1
L00020343,0
L00020344,0
L00020345,1
L00020346,0
L00020347,0
L00020348,0
L00020349,0
L00020350,0
L00020351,0
L00020352,0
L00020353,0
L00020354,0
L00020355,0
L00020356,0
L00020357,0
L00020358,1
L00020359,0
L00020360,0
L00020361,0
L00020362,1
L00020363,0
L00020364,0
L00020365,0
L00020366,0
L00020367,0
L00020368,0
L00020369,1
L00020370,0
L00020371,1
L00020372,0
L00020373,0
L00020374,0
L00020375,0
L00020376,0
L00020377,0
L00020378,0
L00020379,1
L00020380,0
L00020381,0
L00020382,0
L00020383,0
L00020384,0
L00020385,0
L00020386,0
L00020387,1
L00020388,0
L00020389,1
L00020390,0
L00020391,0
L00020392,0
L00020393,0
L00020394,0
L00020395,0
L00020396,0
L00020397,0
L00020398,1
L00020399,0
L00020400,1
L00020401,0
L00020402,0
L00020403,0
L00020404,0
L00020405,0
L00020406,0
L00020407,0
L00020408,1
L00020409,0
L00020410,0
L00020411,0
L00020412,0
L00020413,0
L00020414,0
L00020415,0
L00020416,0
L00020417,0
L00020418,0
L00020419,0
L00020420,0
L00020421,0
L00020422,0
L00020423,0
L00020424,0
L00020425,1
L00020426,0
L00020427,0
L00020428,0
L00020429,0
L00020430,1
L00020431,1
L00020432,0
L00020433,0
L00020434,0
L00020435,0
L00020436,1
L00020437,0
L00020438,0
L00020439,0
L00020440,0
L00020441,0
L00020442,0
L00020443,0
L00020444,1
L00020445,0
L00020446,0
L00020447,0
L00020448,0
L00020449,0
L00020450,0
L00020451,1
L00020452,0
L00020453,1
L00020454,0
L00020455,0
L00020456,0
L00020457,0
L00020458,1
L00020459,0
L00020460,0
L00020461,0
L00020462,0
L00020463,0
L00020464,0
L00020465,0
L00020466,0
L00020467,0
L00020468,0
L00020469,0
L00020470,0
L00020471,1
L00020472,0
L00020473,0
L00020474,0
L00020475,0
L00020476,1
L00020477,0
L00020478,0
L00020479,0
L00020480,0
L00020481,0
L00020482,0
L00020483,0
L00020484,0
L00020485,0
L00020486,0
L00020487,0
L00020488,0
L00020489,1
L00020490,0
L00020491,0
L00020492,0
L00020493,0
L00020494,0
L00020495,0
L00020496,0
L00020497,0
L00020498,0
L00020499,0
L00020500,0
L00020501,0
L00020502,0
L00020503,0
L00020504,0
L00020505,0
L00020506,0
L00020507,0
L00020508,0
L00020509,0
L00020510,0
L00020511,0
L00020512,1
L00020513,0
L00020514,0
L00020515,0
L00020516,0
L00020517,0
L00020518,1
L00020519,0
L00020520,0
L00020521,0
L00020522,0
L00020523,0
L00020524,0
L00020525,0
L00020526,1
L00020527,0
L00020528,0
L00020529,0
L00020530,0
L00020531,1
L00020532,0
L00020533,0
L00020534,1
L00020535,0
L00020536,0
L00020537,0
L00020538,0
L00020539,0
L00020540,0
L00020541,1
L00020542,0
L00020543,1
L00020544,0
L00020545,0
L00020546,0
L00020547,0
L00020548,0
L00020549,0
L00020550,0
L00020551,1
L00020552,0
L00020553,0
L00020554,0
L00020555,1
L00020556,1
L00020557,0
L00020558,0
L00020559,0
L00020560,0
L00020561,1
L00020562,0
L00020563,0
L00020564,0
L00020565,0
L00020566,0
L00020567,0
L00020568,0
L00020569,0
L00020570,0
L00020571,0
L00020572,1
L00020573,0
L00020574,0
L00020575,0
L00020576,0
L00020577,0
L00020578,0
L00020579,0
L00020580,0
L00020581,1
L00020582,0
L00020583,0
L00020584,0
L00020585,0
L00020586,0
L00020587,0
L00020588,0
L00020589,0
L00020590,1
L00020591,0
L00020592,0
L00020593,0
L00020594,1
L00020595,0
L00020596,0
L00020597,0
L00020598,0
L00020599,0
L00020600,0
L00020601,0
L00020602,0
L00020603,0
L00020604,0
L00020605,0
L00020606,0
L00020607,0
L00020608,0
L00020609,0
L00020610,0
L00020611,0
L00020612,0
L00020613,1
L00020614,0
L00020615,0
L00020616,0
L00020617,0
L00020618,0
L00020619,0
L00020620,0
L00020621,0
L00020622,0
L00020623,0
L00020624,0
L00020625,0
L00020626,0
L00020627,0
L00020628,1
L00020629,0
L00020630,1
L00020631,0
L00020632,0
L00020633,0
L00020634,0
L00020635,0
L00020636,0
L00020637,0
L00020638,0
L00020639,0
L00020640,0
L00020641,0
L00020642,0
L00020643,0
L00020644,1
L00020645,0
L00020646,0
L00020647,0
L00020648,0
L00020649,0
L00020650,0
L00020651,0
L00020652,0
L00020653,0
L00020654,1
L00020655,0
L00020656,0
L00020657,0
L00020658,0
L00020659,0
L00020660,1
L00020661,0
L00020662,1
L00020663,0
L00020664,0
L00020665,0
L00020666,0
L00020667,0
L00020668,0
L00020669,0
L00020670,0
L00020671,1
L00020672,0
L00020673,0
L00020674,0
L00020675,0
L00020676,0
L00020677,0
L00020678,1
L00020679,0
L00020680,0
L00020681,0
L00020682,0
L00020683,1
L00020684,0
L00020685,0
L00020686,1
L00020687,0
L00020688,0
L00020689,1
L00020690,1
L00020691,0
L00020692,0
L00020693,0
L00020694,0
L00020695,0
L00020696,0
L00020697,0
L00020698,0
L00020699,0
L00020700,0
L00020701,0
L00020702,0
L00020703,0
L00020704,0
L00020705,1
L00020706,0
L00020707,0
L00020708,0
L00020709,0
L00020710,1
L00020711,1
L00020712,0
L00020713,0
L00020714,0
L00020715,0
L00020716,0
L00020717,0
L00020718,0
L00020719,0
L00020720,0
L00020721,0
L00020722,1
L00020723,0
L00020724,0
L00020725,1
L00020726,0
L00020727,0
L00020728,1
L00020729,1
L00020730,0
L00020731,0
L00020732,0
L00020733,0
L00020734,0
L00020735,1
L00020736,0
L00020737,0
L00020738,0
L00020739,0
L00020740,0
L00020741,1
L00020742,0
L00020743,0
L00020744,1
L00020745,1
L00020746,1
L00020747,0
L00020748,0
L00020749,0
L00020750,0
L00020751,0
L00020752,0
L00020753,0
L00020754,0
L00020755,0
L00020756,0
L00020757,0
L00020758,0
L00020759,1
L00020760,0
L00020761,0
L00020762,0
L00020763,0
L00020764,0
L00020765,0
L00020766,0
L00020767,0
L00020768,0
L00020769,0
L00020770,0
L00020771,1
L00020772,0
L00020773,0
L00020774,0
L00020775,0
L00020776,0
L00020777,0
L00020778,0
L00020779,0
L00020780,0
L00020781,1
L00020782,0
L00020783,0
L00020784,0
L00020785,0
L00020786,1
L00020787,0
L00020788,0
L00020789,0
L00020790,0
L00020791,0
L00020792,0
L00020793,0
L00020794,0
L00020795,0
L00020796,1
L00020797,0
L00020798,1
L00020799,0
L00020800,0
L00020801,0
L00020802,0
L00020803,0
L00020804,0
L00020805,0
L00020806,0
L00020807,0
L00020808,0
L00020809,0
L00020810,0
L00020811,0
L00020812,0
L00020813,0
L00020814,0
L00020815,0
L00020816,0
L00020817,0
L00020818,1
L00020819,0
L00020820,0
L00020821,0
L00020822,1
L00020823,1
L00020824,0
L00020825,0
L00020826,0
L00020827,0
L00020828,0
L00020829,0
L00020830,0
L00020831,0
L00020832,0
L00020833,0
L00020834,0
L00020835,0
L00020836,0
L00020837,0
L00020838,0
L00020839,0
L00020840,0
L00020841,0
L00020842,0
L00020843,0
L00020844,0
L00020845,0
L00020846,0
L00020847,0
L00020848,0
L00020849,0
L00020850,0
L00020851,0
L00020852,0
L00020853,1
L00020854,0
L00020855,1
L00020856,0
L00020857,0
L00020858,0
L00020859,0
L00020860,0
L00020861,0
L00020862,0
L00020863,0
L00020864,0
L00020865,0
L00020866,0
L00020867,0
L00020868,0
L00020869,0
L00020870,0
L00020871,1
L00020872,0
L00020873,0
L00020874,0
L00020875,0
L00020876,0
L00020877,0
L00020878,0
L00020879,0
L00020880,0
L00020881,1
L00020882,0
L00020883,0
L00020884,0
L00020885,0
L00020886,0
L00020887,0
L00020888,1
L00020889,0
L00020890,0
L00020891,0
L00020892,0
L00020893,0
L00020894,1
L00020895,0
L00020896,0
L00020897,0
L00020898,0
L00020899,0
L00020900,1
L00020901,0
L00020902,0
L00020903,0
L00020904,0
L00020905,0
L00020906,0
L00020907,1
L00020908,1
L00020909,0
L00020910,0
L00020911,0
L00020912,0
L00020913,0
L00020914,0
L00020915,0
L00020916,0
L00020917,0
L00020918,0
L00020919,1
L00020920,0
L00020921,0
L00020922,1
L00020923,0
L00020924,0
L00020925,0
L00020926,0
L00020927,0
L00020928,0
L00020929,0
L00020930,0
L00020931,0
L00020932,0
L00020933,0
L00020934,0
L00020935,0
L00020936,0
L00020937,0
L00020938,0
L00020939,0
L00020940,0
L00020941,0
L00020942,0
L00020943,0
L00020944,0
L00020945,0
L00020946,0
L00020947,0
L00020948,0
L00020949,0
L00020950,0
L00020951,1
L00020952,0
L00020953,1
L00020954,0
L00020955,0
L00020956,0
L00020957,0
L00020958,0
L00020959,1
